,docid,DOI,title,abstract,num_paragraph
32885,dl0wc4u2,10.1111/j.1442-200x.2012.03727.x,810,13833,9
32886,y1d2y9c0,10.1016/j.ajog.2020.04.014,1188,23508,12
32887,bf1wmbyw,10.1186/1472-6750-9-55,4872,51940,28
32888,xz67d9qy,10.1038/nsmb999,2700,23085,27
32889,viz05uam,10.1016/j.aca.2019.06.048,3100,36275,25
32890,pghnl980,10.1007/s00705-018-3755-4,2128,25593,19
32891,x9gcaim5,10.1016/j.febslet.2006.06.061,1547,12733,17
32892,lmf2h6oc,10.1016/j.ccc.2008.11.002,7784,50456,56
32893,58xdiqou,10.1007/s00432-020-03228-4,3196,63512,34
32894,z0l81bzx,10.1038/s41467-020-16670-2,2660,27104,28
32895,movwhsc9,10.1089/hs.2019.0018,1886,81508,41
32896,hs31w31i,10.1007/s11033-012-1708-7,558,9882,9
32897,jeapjbmw,10.1016/s2213-2600(18)30103-6,2541,62337,33
32898,6lfrbpda,10.1007/s10389-020-01309-9,714,23137,17
32899,iophjx6d,10.1016/j.arcped.2017.01.018,610,26290,10
32900,3m72qwl4,10.1016/j.tvjl.2017.06.009,5508,56814,34
32901,6c6er06a,10.1128/msystems.00039-15,5764,116292,44
32902,0ln60j1b,10.1016/j.jpsychires.2020.06.022,1386,37905,21
32903,pmean8on,10.1016/j.hrtlng.2009.10.009,840,18520,8
32904,98v5kmus,10.1016/j.vaccine.2014.07.084,2289,28644,21
32905,4h4q9h02,10.2147/idr.s169820,4240,71920,40
32906,9elnknig,10.1136/bmjopen-2017-017355,4068,69588,36
32907,lemuz8op,10.1016/s1245-1789(16)81806-5,5760,144504,72
32908,rp0hmqr3,10.1186/s13020-015-0067-4,4446,62016,38
32909,7nmaf6u0,10.1111/jvim.12586,2400,30420,20
32910,m7ys95z7,10.1086/651171,1540,22316,14
32911,x12cqydo,10.1007/s40484-020-0199-0,2664,99715,37
32912,ucaqdbrr,10.1159/000507537,1957,21983,19
32913,e07vt846,10.1017/dmp.2020.55,696,12152,8
32914,nkv1h3uh,10.1016/j.antiviral.2020.104864,8160,57472,32
32915,bp9ubajv,10.1016/j.tibtech.2008.08.002,2201,29109,31
32916,21vrjals,10.1016/j.ciresp.2020.04.031,7956,75582,34
32917,vz2od4k9,10.3390/cells8020138,1488,25575,31
32918,aku5atqh,10.1016/j.micpath.2020.104228,1236,7704,12
32919,9321dl89,10.1016/j.blre.2020.100707,3256,41316,44
32920,yx2z0wa0,10.1007/s11002-020-09526-8,1650,24750,33
32921,5sfrw76x,10.1007/s00251-012-0663-8,3672,36432,24
32922,9gqao5rt,10.1093/ageing/afaa097,737,10747,11
32923,2c7btqpl,10.1111/fcp.12564,0,36558,27
32924,2f09fj1h,10.1053/j.ajkd.2007.04.011,2052,36385,19
32925,fkfltedm,10.1016/j.tourman.2009.09.003,2924,23732,34
32926,98zjtbx6,10.7759/cureus.8070,1092,14028,12
32927,91d8i6ix,10.1016/j.colsurfb.2019.02.009,4608,150624,96
32928,a9dazhqf,10.1016/j.vph.2008.06.009,2208,52164,46
32929,slnde4dc,10.1093/jac/dkr104,2424,43104,24
32930,wl3bty8n,10.1155/2012/236345,3103,22446,29
32931,osxk3laf,10.1016/j.jim.2008.11.008,4972,59972,44
32932,8ybfiz8f,10.1016/j.vetmic.2020.108693,4752,74844,66
32933,hltgn9aj,,4277,54050,47
32934,obdb4onc,10.1016/b978-0-12-382006-8.00021-9,1596,60306,38
32935,vqrtwd5k,10.1016/j.imbio.2017.11.001,3404,81926,46
32936,f4gx4fxc,10.1213/ane.0000000000004834,1633,17526,23
32937,4fi0y96f,10.1016/j.jcms.2020.03.011,3564,63144,36
32938,uycys754,10.7150/thno.46833,3016,54470,26
32939,l297aj7w,10.1371/journal.pntd.0002800,1560,50760,24
32940,ofb5434t,10.1186/s12917-014-0186-7,4428,41715,27
32941,bpu3hpbn,10.1016/s0140-6736(20)30460-8,3649,46330,41
32942,m36un1y2,10.1016/j.ijid.2020.05.048,10780,60592,28
32943,x8pkgsk1,10.1016/j.virol.2010.10.015,3432,28392,26
32944,tasbdhs1,10.3389/fphar.2020.00791,2124,31644,18
32945,q96nsa22,10.1101/2020.03.23.20038331,2511,49626,27
32946,ter67nri,10.1016/j.lfs.2020.117723,867,31790,17
32947,5i406twr,10.3389/fped.2019.00124,2262,52635,29
32948,xuw31zfn,10.1016/j.virusres.2008.11.012,1940,26060,20
32949,aa22fpkw,10.1111/odi.13361,438,2808,6
32950,k6oq9lb6,10.1186/1746-6148-10-68,3146,60840,26
32951,iy1us54z,10.3389/fcell.2020.00099,3404,34730,23
32952,84zfabti,10.1371/journal.pone.0099022,5950,37030,35
32953,bc95o9rc,10.1016/s0001-4079(19)32908-5,1204,26768,28
32954,i24sahf0,10.1016/j.csm.2005.03.003,5561,43243,83
32955,86kslari,10.1101/2020.04.25.20074856,1560,47710,26
32956,2phtvay7,10.7554/elife.59634,385,896,7
32957,unmnuxa4,10.1186/s12931-018-0750-y,2379,26013,39
32958,hcfoj5l1,10.1016/j.jcv.2018.01.019,1281,35763,21
32959,2ejsxkrj,10.1016/j.vetmic.2013.07.010,2904,52536,44
32960,dosq87fy,10.3168/jds.2019-17486,2050,63175,25
32961,fdnd0ka0,10.1016/j.vetpar.2012.08.010,2052,23465,19
32962,plp5sxyl,10.1002/jmv.25705,53,970,1
32963,80oxi0zb,10.1016/j.mehy.2020.109881,1408,20176,16
32964,oo55jbpp,10.1016/j.rvsc.2015.09.009,3348,26082,27
32965,ky83f7ln,10.1186/s12890-015-0040-0,4964,83198,34
32966,4hqhty5o,10.1016/j.jim.2007.11.009,4680,51630,30
32967,bplelgpr,10.1016/j.socscimed.2013.02.009,4576,94556,44
32968,0croajal,10.1016/j.numecd.2020.05.020,1386,35332,22
32969,set5uw47,10.1002/rth2.12350,2525,16575,25
32970,cnonx8p0,10.1016/j.ajic.2006.06.009,2244,22372,17
32971,o6k81dcc,10.1111/bjh.16847,210,1084,2
32972,dusml83k,10.12659/msm.923767,4686,37400,22
32973,i9fn8gd1,10.1016/j.jcv.2020.104439,55,978,1
32974,p628h7c8,10.1016/j.virusres.2013.05.001,2500,25575,25
32975,k087xhvp,10.1016/j.actbio.2020.05.026,1445,17578,17
32976,vgs3bp3s,10.1016/j.jclinane.2020.109885,248,872,2
32977,0jgw083h,10.1111/trf.12423,2581,52838,29
32978,w3ohzxn5,10.1007/s11125-020-09477-y,630,5320,14
32979,71wj0ajq,10.1016/j.antiviral.2011.08.001,2323,47104,23
32980,0bn0d8vm,10.1093/jmammal/gyv080,2772,41916,28
32981,4vo9xnhz,10.2147/idr.s261159,1659,11991,21
32982,855f7aiy,10.1016/j.jcv.2020.104432,1023,7678,11
32983,05zmldvj,10.1016/j.mehy.2020.109761,5546,62134,47
32984,2ot1kf2k,10.1002/jgm.640,1449,36036,21
32985,q9d88fxx,10.1136/bmj.m1043,3534,90830,31
32986,ahma8gwn,10.1093/jac/dkt281,2190,22170,30
32987,h7leow0q,10.1016/j.jmb.2006.04.024,5980,87620,52
32988,sot34593,10.1016/s0166-3542(00)00140-6,2890,55624,34
32989,q8ihcaq1,10.1007/s00018-008-8315-8,2489,22021,19
32990,4w3ezqln,10.1016/j.hlc.2013.12.013,2655,21465,15
32991,twiye6jv,10.1016/j.tics.2020.05.003,0,4511,13
32992,kh99n7q2,10.1155/2014/471323,2214,35559,27
32993,g0hucasa,10.1038/sj.gt.3300349,2242,27968,19
32994,f64s43jq,10.1007/s12551-020-00702-8,1716,9360,26
32995,7hvbbq15,10.1016/s0140-6736(20)30411-6,1751,32181,17
32996,jaz86pl8,10.1016/j.aforl.2020.04.018,0,2528,2
32997,a9q4b959,10.1016/j.arbres.2014.01.018,1674,98658,27
32998,z9c7qdpj,10.1016/b978-0-12-800049-6.00293-6,952,7308,14
32999,qgr183zw,10.1016/j.antiviral.2010.02.326,2340,43641,39
33000,gh9sy7sl,10.1016/j.ajem.2019.03.041,2646,34230,21
33001,i9br1b2z,10.1152/japplphysiol.00251.2020,3990,69900,30
33002,mg2qs3b6,10.1016/j.drugpo.2011.09.010,2398,38896,22
33003,v3qx51f8,10.14218/jcth.2020.00019,1314,23562,18
33004,iypgdijg,10.3389/fped.2019.00431,7280,59400,40
33005,8kvchxu0,10.1111/jpn.13129,2394,36198,18
33006,rl66trp0,10.1016/j.nmni.2018.04.007,558,5094,9
33007,10fe70kl,10.3389/fimmu.2018.02823,4920,47790,30
33008,0svscbpu,10.1093/ecam/neh081,1162,19040,14
33009,do0693hi,10.1016/j.jhin.2020.05.024,4646,15502,23
33010,ccao7v4m,10.1002/ptr.2955,1440,21960,15
33011,v5n6z095,10.1016/j.jtbi.2011.12.015,1392,37323,29
33012,imqmyqhz,10.1016/j.jhep.2017.04.020,2240,53816,28
33013,fd1qmr87,10.1006/mthe.2001.0277,2871,42900,33
33014,ic6q6ke8,10.1016/j.antiviral.2014.02.002,3186,43416,27
33015,pz9a1utl,10.1111/bjh.16799,138,1542,2
33016,6vw88jib,10.1016/s0379-4172(06)60061-9,704,40986,22
33017,5h16uwzx,10.3390/v11111054,3240,37017,27
33018,j7kb4kvu,10.1111/irv.12684,3422,56260,29
33019,yup3rb7r,10.1007/s40291-019-00433-x,2106,28206,18
33020,jaki2kyn,10.1016/j.knosys.2010.04.009,3420,62100,45
33021,o1dj3b3z,10.1016/j.dci.2014.10.006,2774,31844,19
33022,kziwo9n9,10.7759/cureus.7422,1420,46860,20
33023,u15423cw,10.1002/hed.26216,588,5538,6
33024,tybes52g,10.3389/fmicb.2015.01069,1378,18902,26
33025,w30hsr4m,10.1038/srep42963,3131,46841,31
33026,0zrzzf2l,10.1016/j.jiph.2019.11.016,2080,25818,26
33027,sdwiq8et,10.1177/2055116917719209,884,13234,13
33028,6zfwwybx,10.1002/wrna.1246,816,31152,24
33029,aevfqe48,10.1007/s10875-006-9046-y,1955,26772,23
33030,1q75zw6b,10.1016/0092-8674(82)90454-8,740,37851,37
33031,si91es0i,10.1016/j.psychres.2020.112902,280,2425,5
33032,cknwhjg3,10.1007/s00402-020-03516-1,1710,33155,19
33033,zojb3cew,10.1016/b978-008055232-3.60922-5,198,1800,18
33034,yhl7xhf2,10.1016/j.ajic.2014.01.026,1577,29621,19
33035,bvintr10,10.1016/j.jdmv.2020.05.003,4012,28832,17
33036,nhkd88yv,10.1101/2020.05.13.092619,1539,24871,19
33037,4x7l3u23,10.1016/s1473-3099(04)01174-0,1479,11441,17
33038,4ftt4vvy,10.1016/j.rvsc.2016.01.001,4960,48960,40
33039,eds4ury8,10.1007/s00018-007-7057-3,351,12350,13
33040,pp2pi1nq,10.1046/j.1439-0450.1999.00258.x,2057,26622,17
33041,o5tna94c,10.1007/s40974-020-00164-4,4332,83106,57
33042,w84wwkgi,10.1016/j.jep.2013.12.056,3348,49086,27
33043,b4dsr0im,10.1016/b978-012370466-5.50019-4,0,128020,74
33044,qssbwz28,10.1186/1471-2458-13-1130,6240,134160,60
33045,rwqxl2yj,10.1016/j.febslet.2011.06.038,3042,17472,26
33046,wjadlbh5,10.1038/s41598-019-51609-8,2888,48260,38
33047,c7py2qio,10.1002/clc.23384,975,26507,13
33048,a0o6t5th,10.1016/j.anai.2019.06.020,648,40704,24
33049,y5fn4npa,10.1016/s0166-3542(98)00067-9,2982,47082,42
33050,95zawygq,10.1089/hs.2016.0111,1566,24534,18
33051,ltwyxyar,10.1111/j.1939-1676.2003.tb02516.x,4983,59862,33
33052,w6uya5v0,10.1098/rsob.170045,2660,43645,35
33053,r4snyxr9,10.1016/j.drudis.2019.01.018,2106,22761,27
33054,vm6g55bg,10.1016/j.jcv.2018.04.012,1650,36476,22
33055,iajopejy,10.1016/b978-0-12-816768-7.00054-5,3876,48280,68
33056,m0cjr848,10.1016/j.jpainsymman.2020.06.027,3640,79660,35
33057,bieqw3x1,10.1101/2020.04.09.034967,936,31320,18
33058,y5z4ms4w,10.1098/rspb.2015.0347,1818,24354,18
33059,ciy10kob,10.4142/jvs.2009.10.3.261,1836,11124,18
33060,jgtr3rsg,10.3389/fmicb.2018.01361,4125,57585,33
33061,fqkkpqph,10.1111/ajt.16079,3915,27567,27
33062,rya21i2b,10.1016/j.antiviral.2020.104860,1496,16676,11
33063,989t9ld1,10.1016/j.antiviral.2014.01.021,1848,31746,22
33064,yugpjgjj,10.1186/s12929-015-0152-0,3456,70944,32
33065,3qruat3s,10.1007/s40264-020-00966-9,2538,67068,27
33066,ex0fhh2c,10.1016/j.jaci.2017.08.003,2460,49800,30
33067,ww6uedar,10.1093/ecam/nep214,3180,48450,30
33068,322ykerb,10.1186/s13028-017-0285-0,1836,40500,27
33069,v13kzr5y,10.1111/bjh.16725,630,2388,6
33070,rrqevyj4,10.1038/cr.2016.152,3350,37225,25
33071,opqqbcy9,10.1016/j.jfms.2009.01.001,0,73876,46
33072,jal2tkra,10.1002/jmv.1890350213,2200,48660,20
33073,c7p0euwn,10.1111/apa.15410,53,483,1
33074,bjjd7su9,10.1016/j.hrtlng.2007.10.003,490,8025,5
33075,0ak8azvm,10.1007/s00239-019-09893-5,1188,16956,27
33076,ioox9y7s,10.1107/s0907444908027388,9636,105732,66
33077,jn6eqpq3,10.3389/fmed.2020.00190,2020,19120,20
33078,bvvjdnp7,10.1016/j.virusres.2005.07.005,2184,68082,42
33079,25brblfq,10.1016/j.apgeog.2014.02.005,4712,38006,31
33080,cks6aij2,10.3201/eid1905.130057,2016,21384,24
33081,6i66zf0e,10.1016/j.jcv.2017.07.004,4725,56325,25
33082,c4q5gtw2,10.1074/jbc.m111.325803,1848,39438,21
33083,8zoav7b0,10.1016/j.micpath.2019.103741,4114,30090,34
33084,al3p52uj,10.1111/j.1939-1676.2009.0396.x,2958,54468,34
33085,kdgf5xa3,10.1016/j.jbi.2019.103160,7228,94796,52
33086,i4839c1o,10.1111/jdv.16732,170,712,2
33087,d304ao6k,10.1038/s41598-020-64368-8,5400,44532,36
33088,7irc55yc,10.1111/vcp.12241,3690,47490,30
33089,qc3hhyap,10.1016/s1808-8694(15)31387-2,5995,69795,55
33090,63yvpuqx,10.1084/jem.20190164,4800,50160,48
33091,gey2sjcn,10.1016/j.ssci.2020.104791,3304,53396,28
33092,twmrilk8,10.1016/j.jtbi.2009.02.009,4437,49300,29
33093,als886fe,10.1371/journal.pone.0068777,1333,51305,31
33094,oi37dfsp,10.1017/s095026881700293x,4085,36841,19
33095,cqni7q2y,10.3390/v11090786,896,18186,14
33096,h1wycwxc,10.7326/m20-2306,2821,71145,31
33097,zasihlev,10.1093/cid/ciaa462,4620,49230,30
33098,p762ixkh,10.1111/j.1651-2227.2009.01627.x,1794,32448,26
33099,0z2nj2ew,10.1016/j.coph.2006.11.015,1170,21710,26
33100,bjafznqy,10.1111/tgis.12660,9867,165308,143
33101,rbbom0l0,10.1007/s00436-012-3258-2,2520,35856,24
33102,b37z8482,10.1016/j.arr.2020.101091,2698,29507,19
33103,ibzdqdr8,10.1016/0166-0934(91)90012-o,2346,31349,23
33104,uyslahhk,10.1002/hed.26239,2945,20805,19
33105,284yyvzr,10.1016/j.jaerosci.2017.08.007,2170,70401,31
33106,3ja0iovk,10.1016/j.ecocom.2019.100776,5525,100945,65
33107,w8bgq20j,10.1016/j.molmed.2019.11.003,2156,19684,28
33108,frej2qmb,10.1186/1743-422x-10-49,3216,37056,24
33109,gk9yu74k,10.1016/j.virusres.2014.08.001,71,1533,1
33110,mi1rnrun,10.1111/j.1439-0450.1981.tb01765.x,3164,77784,28
33111,sx2llame,10.1016/j.jpainsymman.2020.05.014,869,9317,11
33112,klgqcu3j,10.1007/s11426-013-4967-9,2790,35070,30
33113,swwz4kzd,10.1016/s1359-6446(05)03600-7,713,12098,23
33114,0m1nopj6,10.1108/ijphm-01-2014-0002,1740,37961,29
33115,11abmmyl,10.1016/b978-012373960-5.00520-7,832,25632,32
33116,exe1exm1,10.1038/nri3551,1824,24816,24
33117,fgrvrlht,10.7759/cureus.7433,4216,44175,31
33118,n6tmn4ph,10.1186/s12879-015-0863-6,2478,44856,21
33119,cl3nu5cm,10.3906/biy-2005-112,448,9233,7
33120,dejh8q22,10.1038/s41598-019-55254-z,2627,45029,37
33121,gilar94m,10.1016/j.bcp.2016.09.029,1683,58395,51
33122,64yp01nl,10.1016/j.accpm.2020.04.016,3926,12402,26
33123,1n8im478,10.1016/j.ekir.2020.06.013,1800,31176,18
33124,o1ky8tyv,10.1128/mra.00568-20,84,214,1
33125,gl65i3s0,10.1038/srep17155,2112,20812,22
33126,ldoqyqlg,10.1371/journal.pmed.1000091,1647,26001,27
33127,i8jnstsg,10.1038/ni0302-210,774,2385,9
33128,y15g1yak,10.3345/kjp.2018.61.6.180,1824,32832,19
33129,lz4ied17,10.1016/j.sleep.2020.06.032,5280,39968,32
33130,xhn5w6ge,10.14744/nci.2020.62443,781,17600,11
33131,77c9ohxj,10.1016/b978-0-12-801238-3.10923-7,9027,195075,153
33132,g9oxcfnt,10.1007/s00251-015-0855-0,4290,67197,39
33133,ptrw5uhw,10.3390/molecules201018789,3066,32256,42
33134,zugtddop,10.1016/j.bbrc.2016.06.093,1808,9984,16
33135,ot7j7np4,10.1111/resp.13005,3926,47658,26
33136,m9eck2e2,10.1155/2016/7417648,3124,29876,22
33137,yadkpazq,10.1186/1297-9716-43-60,5248,66133,41
33138,i0pdudp0,10.1067/mic.2001.115683,576,272,8
33139,tsp49min,10.1186/1471-2334-14-321,1218,16905,21
33140,v8nka02d,10.1016/s0001-4079(19)30410-8,714,18480,14
33141,8oy95q0x,10.1016/j.metabol.2020.154243,1836,24497,17
33142,tk4dmey5,10.1371/journal.ppat.1004374,6630,71196,51
33143,29m8yot3,10.1016/j.medmal.2020.04.006,1904,15844,17
33144,cxzgi06u,10.1016/j.alit.2015.06.008,2525,44175,25
33145,xwax1k7o,10.1128/genomea.00503-14,84,778,1
33146,wy1z4hwq,10.3390/molecules24050941,1749,23793,33
33147,8laq47gw,10.1002/jmv.25860,222,1322,2
33148,atyz85k2,10.1016/j.febslet.2004.09.076,1178,15580,19
33149,vo5flv2j,10.1002/jmv.20094,867,20842,17
33150,94rcj9nc,10.1016/j.joule.2020.06.009,3178,13580,14
33151,mocdr5yb,10.1111/phn.12730,605,3520,11
33152,awe77011,10.1016/j.pep.2011.08.005,2508,20710,38
33153,c2b8w1hi,10.1038/srep46490,7097,68291,47
33154,yzx21hp7,10.1213/xaa.0000000000001269,2486,12518,22
33155,tsmnkuhw,10.3201/eid2004.131685,800,3650,10
33156,utn21ce1,10.1016/j.virol.2006.01.031,4144,38739,37
33157,rogv6xtv,10.1016/j.phrs.2020.104874,212,2194,2
33158,g9fnq1rk,10.1016/j.emcpn.2003.11.001,2604,31186,31
33159,70rhzzce,10.1016/j.outlook.2020.03.008,3232,8320,32
33160,ctc614sd,10.1177/2049936120933076,272,2448,4
33161,8p1agcm2,10.1101/2020.02.12.946087,3857,34162,29
33162,dvsni1be,10.1016/j.procs.2018.10.012,28280,27240,20
33163,ljunfx93,10.1016/0168-1702(91)90011-j,0,9044,17
33164,2zfrogg9,10.1016/s0022-510x(02)00421-5,923,8463,13
33165,t1iuhx3a,10.1016/j.virusres.2004.02.038,1420,11140,20
33166,84gvwb35,10.1128/jvi.02261-13,2604,13104,28
33167,nb8mfh7z,10.1016/j.jviromet.2012.11.009,3780,38240,20
33168,dpfek3nj,10.1016/j.cvfa.2012.07.009,2397,35438,47
33169,ua1xed69,10.1016/j.jep.2018.03.038,4223,92455,41
33170,edga753o,10.1128/mra.00573-20,110,364,1
33171,v079kur6,10.1021/acs.jcim.0c00319,390,3405,5
33172,d5l60cgc,10.1016/j.antiviral.2018.09.002,1264,14816,16
33173,05hcci4l,10.1016/j.puhe.2005.02.003,2548,39200,28
33174,z9uu4sj7,10.1101/2020.05.28.20115667,3515,119029,37
33175,z4msi5m5,10.1007/s00134-019-05597-y,3705,44694,39
33176,g8bb3z4o,10.1093/glycob/cwy021,925,45925,25
33177,ycjzitlk,10.3390/v6052084,4524,57246,58
33178,ncr8i4z3,10.15585/mmwr.mm6922e2,1339,14586,13
33179,oq46065c,10.1016/j.puhe.2020.05.043,378,22204,14
33180,5jnmkvko,10.1097/rlu.0000000000003154,80,531,1
33181,e9vq3fe3,10.1101/2020.02.25.965434,3230,36958,34
33182,4ze0mfxp,10.1002/jmv.26072,1808,28816,16
33183,87gm4o84,10.1128/genomea.00795-17,102,351,1
33184,rh3bxvv7,10.1111/asj.12558,4290,46035,33
33185,hdeoy20c,10.1016/j.ijheh.2011.07.014,4779,86730,59
33186,9fprxiot,10.1016/j.tim.2011.11.002,1426,23932,31
33187,yne753y6,10.1111/irv.12402,1036,19586,14
33188,xduxubi3,10.1016/j.prevetmed.2015.10.018,2300,47325,25
33189,6lc0wpoo,10.1111/j.1748-5827.2011.01042.x,2862,37179,27
33190,gkm7i62s,10.1371/journal.pone.0006130,4998,59670,34
33191,ik2omu73,10.1016/j.acap.2020.05.014,2460,55710,30
33192,lxyo3z3u,10.1016/j.meegid.2015.12.019,966,34868,23
33193,h9mddctk,10.1016/j.ncl.2008.03.009,2448,13804,34
33194,kxgtbng1,10.1016/j.purol.2020.05.001,0,21749,13
33195,cy4pn193,10.1186/s12978-020-0899-y,1000,14304,8
33196,aal5fjmp,10.1002/dc.23090,1738,35002,22
33197,ax4q0z3r,10.1007/s11425-011-4224-7,2450,41650,50
33198,9wn91fj2,10.15585/mmwr.mm6925e1,630,9565,5
33199,ppsvfyjl,10.1016/s1245-1789(10)70176-1,602,24983,43
33200,wg23sa1u,10.1016/j.healthpol.2006.03.002,2898,38262,42
33201,z5vcgqxd,10.1016/j.theriogenology.2008.04.011,580,14910,10
33202,z9f6q750,10.1111/j.1439-0450.1977.tb01013.x,792,43836,12
33203,362hyb9t,10.1038/icb.2017.62,1659,32529,21
33204,w80jhhvo,10.1016/j.jaci.2006.11.003,1872,28848,16
33205,9k6klcno,10.3201/eid2109.150472,720,3042,9
33206,sqa7qbro,10.1016/j.ejpb.2009.12.007,3132,34506,27
33207,ifei60ly,10.1212/nxi.0000000000000789,777,10780,7
33208,ce7vcj46,10.3748/wjg.v26.i22.2987,2016,31528,28
33209,j97ugs3y,10.1007/s10916-020-01562-1,1496,8921,11
33210,du3tyqrp,10.1016/j.virusres.2020.197980,4089,30315,47
33211,32c8lg9k,10.1016/j.abb.2008.01.023,1296,16722,18
33212,j69s6rei,10.1016/j.chaos.2008.04.018,798,4256,14
33213,vqtx98xm,10.1101/175562,1008,15048,6
33214,diahoew3,10.1016/j.jinf.2014.12.005,2475,36400,25
33215,nydfds7o,10.1007/s00701-020-04402-w,2185,24012,23
33216,dnzjmefi,10.1016/j.jaci.2020.03.021,8930,74214,38
33217,iuf0kd20,10.3390/v1030523,1280,13800,20
33218,vqu1ry66,10.1016/j.pep.2016.05.018,3920,44912,28
33219,1trbm8k1,10.1016/j.jmb.2013.09.024,1426,7245,23
33220,5jkql18w,10.1111/jgs.16513,1470,28725,15
33221,pk2op2r4,10.1016/j.anpedi.2018.07.016,5700,134558,38
33222,y6gymwkb,10.1016/j.ajic.2020.05.034,340,1565,5
33223,gcgc9g9x,10.1016/j.bbrc.2004.03.154,1215,14832,9
33224,zoxb300y,10.3390/vaccines7040170,5760,65504,32
33225,h0thpn5h,10.3390/v10120670,3540,42720,30
33226,braspd3l,10.1016/j.jaci.2010.04.002,1386,18502,22
33227,2x89dvoe,10.1016/j.psychres.2020.113045,1950,19860,15
33228,qxlypgcj,10.4178/epih/e2015035,1872,8652,12
33229,glam7uk0,10.1186/1743-422x-9-83,2461,39859,23
33230,31yznyut,10.1016/j.cvsm.2011.07.005,1584,11748,33
33231,bc8ag40l,10.1378/chest.13-1186,2430,48924,27
33232,8wei3kfu,10.1016/j.vetmic.2015.10.019,3164,36260,28
33233,ou2b0ihd,10.1097/cce.0000000000000107,832,18603,13
33234,a177ab52,10.1016/j.bbamem.2013.07.025,2323,34201,23
33235,6hbxie1h,10.1016/s0034-5687(01)00261-4,1377,27659,17
33236,hxp258y8,10.1186/1478-4491-12-13,6633,152425,67
33237,qi6qmgk2,10.1186/s12917-017-1283-1,2784,50489,29
33238,d1i59zu0,10.1007/3-540-27262-3_4,1581,29295,31
33239,lzkk37u1,10.1007/82_2017_19,3936,65952,48
33240,wp1j6di0,10.1038/s41467-020-17035-5,2200,22580,20
33241,bbn16uf1,10.1007/s11373-005-9004-3,5400,36540,30
33242,jc4ckqy7,10.1016/j.jviromet.2008.03.016,2352,25200,24
33243,3eokzfbh,10.1007/s42399-020-00346-5,603,2970,9
33244,c2jm0g88,10.1016/j.diabres.2020.108227,6507,48870,27
33245,zeis4w7z,10.1007/s10549-020-05644-z,5280,52998,33
33246,qi1henyy,10.1016/j.idm.2020.04.001,5831,112798,49
33247,tuax8axn,10.1023/b:trag.0000005114.23991.bc,2574,26246,22
33248,9rfnowz2,10.2527/jas.2016.0961,2465,75545,29
33249,e7ajbl2s,10.1111/1468-2346.12454,1330,24700,19
33250,qcwvsxgn,10.1093/infdis/jix046,1341,6318,9
33251,prnthp2j,10.4161/viru.22641,3410,29078,31
33252,9msnnwcv,10.1016/j.jairtraman.2005.11.004,1273,50719,67
33253,aq9niccc,10.1016/j.biopha.2020.110436,3540,44520,20
33254,5gt2hkud,10.1016/b978-0-12-804543-5.00004-x,1440,11652,12
33255,fkjwsr5p,10.1186/s13020-019-0256-7,5292,94080,42
33256,65mmlmks,10.1016/j.jviromet.2020.113888,138,726,2
33257,4q37gjgv,10.1016/s1369-5274(00)00236-8,420,11720,20
33258,8lgkeeqq,10.1016/j.mehy.2020.109858,1026,3852,9
33259,8feuijg8,10.1016/j.epidem.2018.04.001,4387,76178,41
33260,09u3kn1k,10.1177/1084822320933567,1150,17410,10
33261,ob0qgkbr,10.1016/j.hlpt.2020.05.001,910,4680,10
33262,i8pb32et,10.1016/j.vaccine.2017.04.012,3792,41640,24
33263,30k8o31p,10.4269/ajtmh.20-0302,260,3280,4
33264,jb455t9p,10.1186/1471-2334-12-26,10890,155892,66
33265,jhz2c862,10.1016/j.antiviral.2007.08.010,1827,19372,29
33266,i442yh72,10.1016/j.jad.2020.06.026,1963,4147,13
33267,npwqz958,10.1016/b978-0-323-39981-4.00008-7,770,24838,22
33268,cb9vwxcq,10.1007/s00403-020-02086-x,795,5350,5
33269,5h4dg1ek,10.3346/jkms.2017.32.1.151,1376,4592,8
33270,80d01l6f,10.1007/978-3-030-23173-6_19,2520,38388,42
33271,oulnk1b3,10.1016/j.amjmed.2004.03.020,1534,18200,13
33272,j9cwlzxu,10.12669/pjms.36.covid19-s4.2792,1232,19280,16
33273,6g0vbd08,10.1038/s41432-020-0095-5,527,23137,17
33274,nmxr21xs,10.3390/info11060314,4293,77804,53
33275,z24ba1b6,10.1016/j.jenvman.2009.06.017,4187,85489,53
33276,qnn4v0k2,10.1016/j.physa.2010.07.014,3132,47328,58
33277,siz32uvy,10.1007/s42770-020-00321-1,1280,17810,10
33278,oshov14d,10.1016/s2215-0366(20)30203-0,6708,195468,39
33279,lbmxfhiv,10.4065/79.1.109,2052,30483,27
33280,rku20ctp,10.1038/s41577-020-0330-5,146,742,2
33281,hqijd268,10.1016/j.antiviral.2010.08.005,4484,94872,59
33282,xb2f0wdy,10.1016/j.jviromet.2010.06.007,1599,15613,13
33283,hsl3caj5,10.1186/1471-2334-13-296,6149,95288,43
33284,94zzlyhc,10.1016/j.vaccine.2017.10.112,2709,115025,43
33285,baqlezoj,10.1107/s0907444913001315,2415,32403,21
33286,hsm21fjp,10.1016/j.jcv.2007.10.025,1449,30912,21
33287,r0h2zhj2,10.1016/j.bmc.2013.11.028,6844,55519,59
33288,au5ezq7z,10.12688/f1000research.9251.1,3038,38564,31
